gid,role,role_score,cluster_id,priority_score,evidence
100000000011452100,consolidator,0.914648,0,0.567059,"Признаки сбора: 3 отправителей; вход 110,000.00 KZT; получателей 1."
100000000018102100,peripheral,0.15,0,0.08837,"Выраженных критериев ролей нет: отправителей 1, получателей 0; требуется проверка. Граница depth=4: исходящие обрезаны."
100000000031787100,transit,0.893056,10,0.545613,Признаки транзита: выход/вход=1.00; совместимо за 0–2 дня 44% входа.
100000000041368100,terminal,0.763826,3,0.577541,"Наблюдаемый сток: вход 160,000.00 KZT; выход/вход=0.00; depth=1. Не полный баланс."
100000000076451100,consolidator,0.881667,15,0.722312,"Признаки сбора: 3 отправителей; вход 87,707.00 KZT; получателей 4."
100000000089154100,distributor,0.942953,0,0.670367,"Признаки распределения: 15 получателей; выход 425,500.00 KZT; отправителей 1."
100000000190228100,peripheral,0.35,2,0.353979,"Выраженных критериев ролей нет: отправителей 1, получателей 1; требуется проверка."
100000000201868100,transit,0.945,54,0.611924,Признаки транзита: выход/вход=1.00; совместимо за 0–2 дня 100% входа.
100000000254336100,peripheral,0.35,0,0.334958,"Выраженных критериев ролей нет: отправителей 2, получателей 1; требуется проверка."
100000000267734100,distributor,0.902894,10,0.638062,"Признаки распределения: 7 получателей; выход 282,000.00 KZT; отправителей 2."
100000000274067100,peripheral,0.35,10,0.432321,"Выраженных критериев ролей нет: отправителей 2, получателей 3; требуется проверка."
100000000287768100,terminal,0.7168,0,0.332936,"Наблюдаемый сток: вход 35,168.00 KZT; выход/вход=0.00; depth=3. Не полный баланс."
100000000288317100,peripheral,0.35,0,0.389057,"Выраженных критериев ролей нет: отправителей 2, получателей 3; требуется проверка."
100000000291906100,transit,0.650564,50,0.681645,Признаки транзита: выход/вход=1.17; совместимо за 0–2 дня 43% входа.
100000000291908100,terminal,0.767672,50,0.615751,"Наблюдаемый сток: вход 295,500.00 KZT; выход/вход=0.05; depth=3. Не полный баланс."
100000000297649100,peripheral,0.35,12,0.392372,"Выраженных критериев ролей нет: отправителей 1, получателей 1; требуется проверка."
100000000299820100,peripheral,0.15,6,0.113434,"Выраженных критериев ролей нет: отправителей 1, получателей 0; требуется проверка. Граница depth=4: исходящие обрезаны."
100000000307908100,terminal,0.661809,43,0.244259,"Наблюдаемый сток: вход 5,000.00 KZT; выход/вход=0.00; depth=2. Не полный баланс."
100000000331309100,distributor,0.995602,5,0.92415,"Признаки распределения: 99 получателей; выход 23,001,375.00 KZT; отправителей 5."
100000000332284100,consolidator,0.932375,5,0.785938,"Признаки сбора: 10 отправителей; вход 107,426.00 KZT; получателей 3."
100000000343175100,distributor,0.974817,11,0.945187,"Признаки распределения: 31 получателей; выход 4,000,039.00 KZT; отправителей 8. Seed: входящие неполны."
100000000369781100,peripheral,0.15,5,0.152038,"Выраженных критериев ролей нет: отправителей 1, получателей 0; требуется проверка. Граница depth=4: исходящие обрезаны."
100000000375150100,peripheral,0.15,13,0.318108,"Выраженных критериев ролей нет: отправителей 1, получателей 0; требуется проверка. Граница depth=4: исходящие обрезаны."
100000000404740100,peripheral,0.15,26,0.17209,"Выраженных критериев ролей нет: отправителей 1, получателей 0; требуется проверка. Граница depth=4: исходящие обрезаны."
100000000408846100,terminal,0.721147,27,0.360593,"Наблюдаемый сток: вход 40,500.00 KZT; выход/вход=0.00; depth=3. Не полный баланс."
100000000413678100,peripheral,0.35,6,0.511038,"Выраженных критериев ролей нет: отправителей 2, получателей 3; требуется проверка."
100000000424935100,peripheral,0.15,28,0.102095,"Выраженных критериев ролей нет: отправителей 1, получателей 0; требуется проверка. Граница depth=4: исходящие обрезаны."
100000000425407100,terminal,0.694429,3,0.318127,"Наблюдаемый сток: вход 20,000.00 KZT; выход/вход=0.00; depth=2. Не полный баланс."
100000000437046100,distributor,0.982514,0,0.915567,"Признаки распределения: 42 получателей; выход 7,606,224.00 KZT; отправителей 9."
100000000440392100,terminal,0.753608,4,0.479375,"Наблюдаемый сток: вход 105,705.00 KZT; выход/вход=0.00; depth=1. Не полный баланс."
100000000456947100,peripheral,0.15,72,0.0,Нет межклиентских переводов в выборке; данных для содержательной роли недостаточно. Seed: входящие неполны.
100000000470237100,peripheral,0.15,28,0.19256,"Выраженных критериев ролей нет: отправителей 1, получателей 0; требуется проверка. Граница depth=4: исходящие обрезаны."
100000000481716100,terminal,0.668948,7,0.282174,"Наблюдаемый сток: вход 8,000.00 KZT; выход/вход=0.00; depth=3. Не полный баланс."
100000000489417100,consolidator,0.90081,13,0.606596,"Признаки сбора: 3 отправителей; вход 73,504.00 KZT; получателей 1."
100000000490383100,distributor,0.917334,4,0.770481,"Признаки распределения: 8 получателей; выход 461,375.00 KZT; отправителей 3."
100000000500040100,peripheral,0.15,0,0.148675,"Выраженных критериев ролей нет: отправителей 1, получателей 0; требуется проверка. Граница depth=4: исходящие обрезаны."
100000000507799100,peripheral,0.35,38,0.243268,"Выраженных критериев ролей нет: отправителей 1, получателей 1; требуется проверка."
100000000533217100,terminal,0.733046,0,0.444157,"Наблюдаемый сток: вход 53,587.00 KZT; выход/вход=0.00; depth=2. Не полный баланс."
100000000534581100,peripheral,0.35,6,0.345032,"Выраженных критериев ролей нет: отправителей 2, получателей 1; требуется проверка."
100000000542087100,peripheral,0.15,36,0.100674,"Выраженных критериев ролей нет: отправителей 1, получателей 0; требуется проверка. Граница depth=4: исходящие обрезаны."
100000000552584100,terminal,0.793385,24,0.648037,"Наблюдаемый сток: вход 2,500,000.00 KZT; выход/вход=0.02; depth=3. Не полный баланс."
100000000555721100,terminal,0.755449,0,0.494923,"Наблюдаемый сток: вход 113,000.00 KZT; выход/вход=0.00; depth=1. Не полный баланс."
100000000557536100,peripheral,0.15,36,0.293333,"Выраженных критериев ролей нет: отправителей 1, получателей 0; требуется проверка. Граница depth=4: исходящие обрезаны."
100000000560751100,terminal,0.703758,13,0.397516,"Наблюдаемый сток: вход 25,000.00 KZT; выход/вход=0.00; depth=3. Не полный баланс."
100000000561160100,peripheral,0.15,3,0.31896,"Выраженных критериев ролей нет: отправителей 1, получателей 0; требуется проверка. Граница depth=4: исходящие обрезаны."
100000000569479100,terminal,0.781056,0,0.535155,"Наблюдаемый сток: вход 320,000.00 KZT; выход/вход=0.00; depth=3. Не полный баланс."
100000000572276100,peripheral,0.35,1,0.188582,"Выраженных критериев ролей нет: отправителей 1, получателей 1; требуется проверка."
100000000580561100,peripheral,0.35,44,0.443559,"Выраженных критериев ролей нет: отправителей 2, получателей 3; требуется проверка. Seed: входящие неполны."
100000000581662100,peripheral,0.15,9,0.126698,"Выраженных критериев ролей нет: отправителей 1, получателей 0; требуется проверка. Граница depth=4: исходящие обрезаны."
100000000581682100,peripheral,0.15,28,0.052338,"Выраженных критериев ролей нет: отправителей 1, получателей 0; требуется проверка. Граница depth=4: исходящие обрезаны."
100000000583220100,peripheral,0.35,67,0.433778,"Выраженных критериев ролей нет: отправителей 1, получателей 1; требуется проверка."
100000000594783100,terminal,0.784508,24,0.646903,"Наблюдаемый сток: вход 2,635,000.00 KZT; выход/вход=0.06; depth=3. Не полный баланс."
100000000596954100,peripheral,0.35,3,0.505308,"Выраженных критериев ролей нет: отправителей 1, получателей 2; требуется проверка."
100000000600707100,peripheral,0.15,37,0.250862,"Выраженных критериев ролей нет: отправителей 1, получателей 0; требуется проверка. Граница depth=4: исходящие обрезаны."
100000000607731100,peripheral,0.35,29,0.273346,"Выраженных критериев ролей нет: отправителей 1, получателей 1; требуется проверка."
100000000607941100,peripheral,0.35,4,0.468982,"Выраженных критериев ролей нет: отправителей 2, получателей 1; требуется проверка."
100000000608031100,peripheral,0.15,16,0.182505,"Выраженных критериев ролей нет: отправителей 1, получателей 0; требуется проверка. Граница depth=4: исходящие обрезаны."
100000000611474100,terminal,0.714071,23,0.394904,"Наблюдаемый сток: вход 32,000.00 KZT; выход/вход=0.00; depth=3. Не полный баланс."
100000000625169100,terminal,0.673708,1,0.247628,"Наблюдаемый сток: вход 10,000.00 KZT; выход/вход=0.00; depth=2. Не полный баланс."
100000000627521100,peripheral,0.15,39,0.095264,"Выраженных критериев ролей нет: отправителей 1, получателей 0; требуется проверка. Граница depth=4: исходящие обрезаны."
100000000629812100,terminal,0.698205,55,0.430576,"Наблюдаемый сток: вход 22,000.00 KZT; выход/вход=0.00; depth=2. Не полный баланс."
100000000634341100,peripheral,0.15,0,0.168366,"Выраженных критериев ролей нет: отправителей 1, получателей 0; требуется проверка. Граница depth=4: исходящие обрезаны."
100000000640800100,peripheral,0.35,6,0.47515,"Выраженных критериев ролей нет: отправителей 1, получателей 4; требуется проверка."
100000000646541100,consolidator,0.880258,0,0.470396,"Признаки сбора: 3 отправителей; вход 25,300.00 KZT; получателей 0."
100000000655469100,peripheral,0.15,22,0.162597,"Выраженных критериев ролей нет: отправителей 1, получателей 0; требуется проверка. Граница depth=4: исходящие обрезаны."
100000000656682100,transit,0.605704,0,0.518498,Признаки транзита: выход/вход=1.13; совместимо за 0–2 дня 0% входа.
100000000661131100,terminal,0.685512,1,0.262916,"Наблюдаемый сток: вход 15,600.00 KZT; выход/вход=0.00; depth=3. Не полный баланс."
100000000661912100,consolidator,0.957085,6,0.838525,"Признаки сбора: 5 отправителей; вход 393,036.00 KZT; получателей 2."
100000000667713100,distributor,0.863076,4,0.717939,"Признаки распределения: 6 получателей; выход 79,236.00 KZT; отправителей 2."
100000000673868100,distributor,0.902504,30,0.743125,"Признаки распределения: 5 получателей; выход 383,000.00 KZT; отправителей 1."
100000000673915100,peripheral,0.15,36,0.147076,"Выраженных критериев ролей нет: отправителей 1, получателей 0; требуется проверка. Граница depth=4: исходящие обрезаны."
100000000703894100,peripheral,0.35,29,0.330378,"Выраженных критериев ролей нет: отправителей 1, получателей 1; требуется проверка."
100000000703902100,terminal,0.705249,1,0.329325,"Наблюдаемый сток: вход 25,499.00 KZT; выход/вход=0.00; depth=1. Не полный баланс."
100000000704700100,peripheral,0.15,25,0.118967,"Выраженных критериев ролей нет: отправителей 1, получателей 0; требуется проверка. Граница depth=4: исходящие обрезаны."
100000000706545100,consolidator,0.959627,4,0.756476,"Признаки сбора: 3 отправителей; вход 1,070,300.00 KZT; получателей 1."
100000000718427100,terminal,0.66568,1,0.227045,"Наблюдаемый сток: вход 6,000.00 KZT; выход/вход=0.00; depth=2. Не полный баланс."
